category1,category2,rank,price,Publisher,ISBN10,ISBN13,ASIN,OtherRanks
" Administration & Medicine Economics ","Health Care Administration",59,"$92.98 ","Jones & Bartlett Learning; 1 edition (April 12, 2012)"," 1449653294"," 978-1449653293",,"#190,814 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",60,"$102.66 ","Health Administration Press; 7 edition (May 27, 2014)"," 156793644X"," 978-1567936445",,"#192,059 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",61,"$25.42 ","Routledge; 1 edition (December 1, 2015)"," 1629561541"," 978-1629561547",,"#193,916 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",62,"$68.14 ","Jones & Bartlett Learning; 3 edition (April 11, 2016)"," 128408101X"," 978-1284081015",,"#199,526 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",63,"$95.96 ","CRC Press; 1 edition (April 27, 2016)",,," B01EUQGHLU","#169,222 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Administration",64,"$96.78 ","Productivity Press; 1 edition (April 24, 2011)"," 1439808406"," 978-1439808405",,"#208,628 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",65,"$249.12 ","South-Western College Pub; 3 edition (January 1, 2015)"," 1285057538"," 978-1285057538",,"#211,328 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",66,"$76.30 ","Jones & Bartlett Learning; 2 edition (August 30, 2013)"," 1449688837"," 978-1449688837",,"#213,133 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",67,"$19.65 ","F.A. Davis Company; 3rd edition (January 31, 2008)"," 0803618654"," 978-0803618657",,"#219,256 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",68,"$36.28 ","Productivity Press; 2 edition (August 25, 2016)"," 1498739563"," 978-1498739566",,"#222,318 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",69,"$73.59 ","Cengage Learning; 5 edition (November 28, 2005)"," 1418001899"," 978-1418001896",,"#222,413 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",70,"$20.25 ","Jones & Bartlett Publishers; 1st edition (September 15, 1999)"," 0834213680"," 978-0834213685",,"#224,387 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",71,"$35.00 ","Jones & Bartlett Learning; 252nd ed. edition (June 19, 2003)"," 0763731307"," 978-0763731304",,"#230,964 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",72,"$2.03 ","Jones & Bartlett Learning; 3 edition (January 1, 2010)"," 076377894X"," 978-0763778941",,"#232,905 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",73,"$38.20 ","Routledge; 1 edition (August 8, 2013)"," 0415528062"," 978-0415528061",,"#233,909 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",74,"$9.99 ","ThedaCare Center for Healthcare Value (June 7, 2015)",,," B00Z7J9ILQ","#188,839 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Administration",75,"$85.00 ","Jones & Bartlett Learning; 1 edition (October 3, 2008)"," 0763742856"," 978-0763742850",,"#237,211 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",76,"$116.16 ","Jones & Bartlett Learning; 3 edition (May 18, 2011)"," 1449618960"," 978-1449618964",,"#239,476 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",77,"$64.99 ","Cengage Learning; 008 edition (January 1, 2017)",,," B01N4GRX7X","#192,166 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Administration",78,"$1.12 ","McGraw-Hill Medical; 6th edition (March 7, 2012)"," 0071770526"," 978-0071770521",,"#244,657 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",79,"$99.40 ","Health Professions Press, Inc.; 6e edition (May 30, 2014)",,," B00J8UH3LW","#196,362 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Administration",80,"$13.20 ","McGraw-Hill Education; 1 edition (October 31, 2008)",,," B001FA0NS8","#197,417 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Administration",81,"$93.00 ","Health Administration Press; First edition (July 1, 2010)"," 1567933483"," 978-1567933482",,"#254,631 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",82,"$52.14 ","Jones & Bartlett Learning; 7 edition (July 27, 2011)"," 1449604714"," 978-1449604714",,"#254,978 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",83,"$35.66 ","CRC Press; 1st edition (November 8, 2010)"," 1563273756"," 978-1563273759",,"#258,181 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",84,"$44.98 ","Productivity Press; 1 edition (April 28, 2007)"," 0873897137"," 978-0873897136",,"#260,602 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",85,"$0.00 with Trial ","McGraw-Hill Education",,," B01MQGGKUY",
" Administration & Medicine Economics ","Health Care Administration",86,"$13.97 ","For Dummies; 1 edition (March 10, 2014)"," 1118725751"," 978-1118725757",,"#269,593 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",87,"$105.94 ","Jones & Bartlett Learning; 1 edition (March 12, 2010)"," 0763764485"," 978-0763764487",,"#271,885 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",88,"$42.37 ","Jossey-Bass; 1 edition (May 27, 2014)"," 1118099141"," 978-1118099148",,"#287,378 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",89,"$79.28 ","Jones & Bartlett Learning; 4 edition (September 29, 2011)",,," B007KOYZ28","#222,154 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Administration",90,"$10.75 ","AAAI Press; 1st edition (July 7, 2000)"," 0262062119"," 978-0262062114",,"#289,723 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",91,"$50.00 ","Jones & Bartlett Learning; 2 edition (December 23, 2009)"," 0763763837"," 978-0763763831",,"#290,457 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",92,"$5.16 ","Jones & Bartlett Publishers; 5th edition (March 2, 2007)"," 0763739839"," 978-0763739836",,"#293,356 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",93,"$94.97 ","Cambridge University Press; 2 edition (December 8, 2014)"," 1107690471"," 978-1107690479",,"#295,583 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",94,"$88.94 ","Jones & Bartlett Learning; 1 edition (June 19, 2009)"," 0763759643"," 978-0763759643",,"#299,652 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",95,"$0.00 with Trial ","Open Book Audio",,," B009IZ7Z9C",
" Administration & Medicine Economics ","Health Care Administration",96,"$58.95 ","Jones & Bartlett Learning; 3 edition (April 17, 2015)",,," B00Y3A4MSO","#235,021 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Administration",97,"$16.06 ","Wiley; 1 edition (November 30, 2004)"," 0471708909"," 978-0471708902",,"#308,568 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",98,"$29.95 ","Productivity Press; 1 edition (November 22, 2017)"," 1138198048"," 978-1138198043",,"#309,947 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",99,"$49.95 ","Productivity Press; 1 edition (January 17, 2018)"," 1138626244"," 978-1138626249",,"#310,630 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Administration",100,"$11.99 ","Berrett-Koehler Publishers; 1 edition (May 15, 2017)",,," B01MYBNEC1","#238,091 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Delivery",1,"$9.99 ","Metropolitan Books; 1 edition (October 7, 2014)",,," B00JCW0BCY","#1,983 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Delivery",2,"$0.00 with Trial ","Macmillan Audio",,," B00NPAJ32S",
" Administration & Medicine Economics ","Health Care Delivery",3,"$14.82 ","Metropolitan Books; 1 edition (October 7, 2014)"," 0805095152"," 978-0805095159",,"#1,873 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",4,"$70.73 ","LWW; 9 edition (February 9, 2017)"," 1496349792"," 978-1496349798",,"#2,127 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",5,"$11.59 ","Johns Hopkins University Press; sixth edition edition (March 17, 2017)"," 1421422239"," 978-1421422237",,"#2,171 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",6,"$19.04 ","Penguin Press; 1 edition (April 11, 2017)"," 1594206759"," 978-1594206757",,"#3,808 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",7,"$70.36 ","Springer Publishing Company; 11 edition (April 8, 2015)"," 0826125271"," 978-0826125279",,"#4,824 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",8,"$11.59 ","Anchor; Reprint edition (October 24, 2017)"," 0307386716"," 978-0307386717",,"#5,431 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",9,"$93.20 ","Jones & Bartlett Learning; 5 edition (December 17, 2014)"," 1284048861"," 978-1284048865",,"#6,323 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",10,"$14.99 ","Penguin Press; 1 edition (April 11, 2017)",,," B01IOHQ9LO","#11,896 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Delivery",11,"$0.00 with Trial ","Random House Audio",,," B01M22JWKP",
" Administration & Medicine Economics ","Health Care Delivery",12,"$0.00 with Trial ","Penguin Audio",,," B06XDG67T9",
" Administration & Medicine Economics ","Health Care Delivery",13,"$9.18 ","Johns Hopkins University Press; sixth edition edition (April 23, 2017)",,," B06XX2JRJ7","#14,235 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Delivery",14,"$17.02 ","Fire Starter Publishing; 1ST edition (2003)"," 0974998605"," 978-0974998602",,"#13,198 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",15,"$13.27 ","Avery; Reprint edition (December 31, 2013)"," 0142180432"," 978-0142180433",,"#14,045 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",16,"$12.42 ","Penguin Books; Reprint edition (August 31, 2010)"," 0143118218"," 978-0143118213",,"#14,128 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",17,"$12.99 ","Anchor (November 15, 2016)",,," B01A4ATWJU","#18,371 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Delivery",18,"$14.40 ","Broadway Books; Reprint edition (January 26, 2016)"," 0307718972"," 978-0307718976",,"#14,472 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",19,"$67.19 ","Saunders; 5 edition (October 8, 2013)"," 1455740713"," 978-1455740710",,"#16,009 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",20,"$96.00 ","Jones & Bartlett Learning; 6 edition (August 26, 2014)"," 1284074633"," 978-1284074635",,"#16,605 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",21,"$14.40 ","Random House Trade Paperbacks; Reprint edition (August 18, 2015)"," 0812986687"," 978-0812986686",,"#16,947 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",22,"$7.54 ","Second River Healthcare (May 30, 2004)"," 0974386014"," 978-0974386010",,"#17,388 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",23,"$0.00 with Trial ","Random House Audio",,," B00EF870X8",
" Administration & Medicine Economics ","Health Care Delivery",24,"$28.05 ","F.A. Davis Company; 6 edition (October 16, 2014)"," 0803636636"," 978-0803636637",,"#23,567 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",25,"$91.20 ","Health Administration Press; 3 edition (April 15, 2014)"," 1567935907"," 978-1567935905",,"#26,199 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",26,"$70.80 ","Jones & Bartlett Learning; 2 edition (March 30, 2015)"," 128404792X"," 978-1284047929",,"#26,447 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",27,"$15.26 ","Vintage; 1 edition (November 5, 2013)"," 034580273X"," 978-0345802736",,"#26,549 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",28,"$67.62 ","Saunders; 7 edition (May 28, 2015)"," 0323241441"," 978-0323241441",,"#26,652 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",29,"$13.99 ","Broadway Books; Reprint edition (September 10, 2013)",,," B00C4BA3GO","#31,872 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Administration & Medicine Economics ","Health Care Delivery",30,"$50.00 ","LWW; 8 edition (February 28, 2014)"," 1451192819"," 978-1451192810",,"#27,494 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",31,"$71.89 ","Mosby; 6 edition (November 4, 2014)"," 0323185770"," 978-0323185776",,"#28,222 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",32,"$9.70 ","St. Martin's Griffin; Reprint edition (October 30, 2012)"," 1250015766"," 978-1250015761",,"#28,785 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",33,"$16.61 ","St. Martin's Griffin; Revised edition (November 27, 2007)"," 0312374631"," 978-0312374631",,"#30,290 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",34,"$10.59 ","Barron's Educational Series; 4 edition (November 1, 2016)"," 1438006942"," 978-1438006949",,"#32,393 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",35,"$59.95 ","American Academy of Pediatrics; 4 edition (September 26, 2016)"," 1610020502"," 978-1610020503",,"#34,132 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",36,"$65.29 ","Jones & Bartlett Learning; 3 edition (August 21, 2015)"," 1284050548"," 978-1284050547",,"#34,791 in Books (See Top 100 in Books)"
" Administration & Medicine Economics ","Health Care Delivery",37,"$20.53 ","Doubleday (November 15, 2016)"," 038552336X"," 978-0385523363",,"#35,628 in Books (See Top 100 in Books)"
